Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Calories
vegan,"Vegan Farro Risotto with Fennel, Peas and Greens",italian,41.38,190.32,76.47,1615.03
vegan,Crisp Tofu and Thai Cucumber Raita,south east asian,26.96,34.41,40.89,613.49
vegan,Vegan Coconut-Lime Panna Cotta with Mango Jam,american,17.71,157.36,54.27,1188.71
vegan,Asian Asparagus Salad With Peanuts and Mint Dressing [vegan],american,35.41,104.48,84.24,1317.7199999999998
vegan,Vegan Kale and Black Sesame Sushi Bowl,japanese,33.12,258.51,45.52,1576.2
vegan,Roasted Sweet Potato Salad with Candied Walnuts recipes,south american,18.51,117.15,64.52,1123.32
vegan,Vegan Curry Butternut Squash Soup With Kale Recipe,american,37.46,163.3,59.63,1339.71
vegan,Vegan Cream of Mushroom and Wild Rice Soup,american,47.23,183.97,66.42,1522.58
vegan,Baked Yam Fries with Sriracha Hummus (Vegan + GF),american,33.02,169.41,42.68,1193.8400000000001
vegan,Corn Soup with Tofu Larb,asian,88.69,267.57,77.5,2122.54
vegan,THE BEST VEGAN CORN TACOS WITH BELL PEPPER AND CILANTRO,american,19.99,144.88,41.58,1033.7
vegan,Basil Scalloped Tomatoes and Croutons recipes,american,40.71,83.13,49.37,939.69
vegan,"Carrot, Pea, and Mint Salad Recipe",mediterranean,17.22,75.91,82.92,1118.8
vegan,Beet and Citrus Salad With Pine Nut Vinaigrette Recipe,american,24.74,156.71,107.6,1694.2
vegan,Stir Fried Singapore Noodles with Garlic Ginger Sauce recipes,asian,35.17,166.07,18.47,971.19
vegan,"Eat your veggies, risotto!",italian,57.83,172.85,39.19,1275.43
vegan,Vegan Coconut Cream Tart with White Peaches and Blueberries,american,39.45,285.88,109.49,2286.73
vegan,Light Yakisoba Noodles,asian,26.81,120.31,35.64,909.24
vegan,Gigante Beans a la Zaytinya,american,29.56,98.08,46.07,925.19
vegan,Vegan Chickpea Chile Soup with Greens and Grains,american,56.37,226.91,31.65,1417.9699999999998
vegan,Vegan Garden Pesto With Miso and Mixed Herbs Recipe,american,10.74,18.94,124.83,1242.19
vegan,Fig Salad inspired by Yotam Ottolenghi,american,22.07,156.75,49.11,1157.27
vegan,Cheater’s Maple Baked Beans on Toast recipes,american,34.0,133.4,9.01,750.69
vegan,Chickpea Salad recipes,american,35.34,109.62,26.9,821.94
vegan,The Vegan Divas Cookbook: Smoky Tomato-Bean Soup,american,70.3,187.93,32.62,1326.5
vegan,Summer tomato lazy bruschetta,italian,37.03,180.61,44.77,1273.49
vegan,Vegan Roasted Vegetable Quinoa Bowl with Creamy Green Sauce,american,56.14,170.34,81.83,1642.39
vegan,Herb and Cheese Drop Biscuits recipes,british,36.3,205.92,94.25,1817.1299999999999
vegan,Butternut Squash Salad With Farro And Pepitas recipes,italian,67.75,229.64,124.65,2311.41
vegan,"Vegan raw corn, avocado and black bean salad",american,44.72,195.48,34.04,1267.1599999999999
vegan,Zucchini Gratin,french,48.89,133.58,108.22,1703.8600000000001
vegan,Vegan Huevos Rancheros Are 10/10 Would Make Again,american,93.69,284.36,66.49,2110.61
vegan,French Apple Tart (Tarte Fine aux Pommes) [vegan],american,5.76,154.65,42.27,1022.0699999999999
vegan,Vegan Pesto Spaghetti Squash with Mushrooms & Sun-Dried Tomatoes,american,30.43,110.1,81.2,1292.92
vegan,Rotini Tomato Pasta with 3 Minute Vegan Parmesan Cheese recipes,american,28.77,26.8,36.72,552.76
vegan,Portobello Sliders with Pepita Pesto,american,67.2,211.29,116.76,2164.8
vegan,Savory Vegan Chickpea Crêpes with Spring Vegetable Ragout,american,47.23,162.33,31.12,1118.32
vegan,Slow-Cooker Vegan Butternut Squash Soup with Apple,american,49.4,225.93,112.78,2116.34
vegan,Vegan: Japanese Simmered Daikon with Bok Choy and Edamame Recipe,world,22.13,75.04,6.6,448.08
vegan,Grilled Broccoli And Bread Salad With Pickled Shallots,american,42.75,263.75,130.8,2403.2
vegan,"Green Bean Casserole (The Vegan, Gluten Free Sequel)",american,37.46,211.74,147.84,2327.36
vegan,Quinoa chilli with avocado & coriander,south american,63.63,199.77,62.16,1613.04
vegan,Aloo Gobi,indian,26.33,176.83,12.93,929.0100000000001
vegan,Vegan Seared Pepper Tacos With Pintos And Avocado Crema,american,25.68,158.11,103.65,1668.0100000000002
vegan,Yogurt Pancakes with Clementine Raspberry Compote,american,26.62,228.04,54.43,1508.51
vegan,Curried Carrot Ginger Soup,indian,27.43,175.59,121.69,1907.29
vegan,Crunchy Summer Salad with Creamy Vegan Avocado Dressing,american,65.41,268.37,97.67,2214.1499999999996
vegan,Chickpea Miso Gravy Bowl with Sweet and Tangy Portobello Mushrooms recipes,japanese,32.73,191.92,39.61,1255.09
vegan,Crabless Cakes with Hearts of Palm & Corn recipes,american,34.41,152.22,43.18,1135.1399999999999
vegan,"Braised Red Cabbage (Rotkraut) - (Vegan, Gluten Free, Low Fat)",american,19.6,91.74,39.84,803.9200000000001
vegan,High Protein Quinoa Almond Berry Salad (Vegan & GF) recipes,american,39.67,220.91,45.97,1456.05
vegan,Nut Meat Tacos with Pickled Red Onions,american,43.71,165.56,91.56,1661.12
vegan,"Zucchini Noodles with Roasted Tomato Sauce (Gluten-Free, Vegan)",american,22.79,88.69,39.57,802.05
vegan,End Of Summer Peach Apple Cobbler (Gluten-Free & Vegan),american,25.99,293.33,56.32,1784.1599999999999
vegan,"Cranberry, Apricot And Pecan Wild Rice Pilaf (Gf + Vegan)",american,36.91,263.46,75.99,1885.3899999999999
vegan,Overnight Cherry Chia Seed Pudding – Paleo/Gluten Free/Vegan,american,12.77,112.92,56.84,1014.32
vegan,Quinoa Greek Salad recipes,mediterranean,40.99,145.69,88.66,1544.6599999999999
vegan,Pumpkin Polenta Recipe With Tomatillo-Avocado Salsa,south american,25.55,215.41,94.48,1814.16
vegan,Creamy Polenta with Tempeh Sausage and Tomatoes,american,149.12,256.35,113.0,2638.88
vegan,Pineapple and Shrimp Fried Quinoa recipes,south east asian,88.52,225.53,98.9,2146.3
vegan,French Toast with Caramelized Bananas (Vegan and Gluten-Free) recipes,american,30.81,252.81,116.54,2183.34
vegan,Jicama and Pomelo Salad With Spicy Thai Dressing (Vegan) Recipe,south east asian,20.97,83.67,19.59,594.87
vegan,Dried Olive and Miso Shake (The Best Vegan Parmesan Substitute) Recipe,american,12.55,40.94,74.64,885.72
vegan,Vietnamese-Style Tofu Hero with Asian Slaw,south east asian,49.71,65.14,96.03,1323.67
vegan,"A Recipe For Long Grain Brown Rice Pilaf (Vegan, Gluten Free)",mediterranean,43.94,188.1,47.11,1352.15
vegan,crunchy quinoa & veggie roaster,american,47.61,172.48,94.06,1726.8999999999999
vegan,Aloo Gobi,indian,27.03,181.02,31.83,1118.67
vegan,Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt,mediterranean,53.36,194.74,139.46,2247.54
vegan,"Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper (Vegan) Recipe",american,43.66,212.0,58.57,1549.77
vegan,Maple-Glazed Sweet Potatoes (Japanese Daigaku Imo Style) w/Vegan option,american,9.74,183.18,83.83,1526.15
vegan,"A Recipe for Long Grain Brown Rice Pilaf (Vegan, Gluten Free)",mediterranean,31.85,171.16,41.35,1184.19
vegan,Creamy Zucchini Soup With Scallions And Brazil Nut Chili Oil (Vegan),american,18.0,47.86,115.43,1302.3100000000002
vegan,20 Minute Apple Turnovers,french,10.46,194.67,32.94,1116.98
vegan,"Cumin Scented Kale with Onions, Tomatoes and Mushrooms (Vegan and Gluten Free)",american,23.34,55.86,6.25,373.05
vegan,Grilled Marinated Heart of Palm Tacos With Spicy Cabbage Slaw (vegan) Recipe,american,37.49,199.1,58.73,1474.9299999999998
vegan,"Spicy, Smoky Bean Cakes with Lime Slaw and Charred Avocado Recipe",south american,66.35,249.4,71.01,1902.0900000000001
vegan,Hearty Vegan Polenta and Kale Soup With Miso and Toasted Sesame Oil Recipe,japanese,23.03,167.07,101.79,1676.51
vegan,Pesto Knots,american,67.14,203.94,87.54,1872.1799999999998
vegan,J. Kenji López-Alt's 15-Minute Creamy (Vegan) Tomato Soup,american,27.5,129.28,116.19,1672.83
vegan,Quinoa Maki with Avocado and Cajun Portobello Fillets,american,30.0,115.55,99.36,1476.44
vegan,"Spicy Peanut Noodle Salad With Cucumbers, Red Peppers, and Basil (Vegan) Recipe",american,97.38,284.55,128.74,2686.38
vegan,Vegan Pumpkin Pie Squares with Gluten-Free Graham Cracker Crust recipes,american,12.97,240.28,95.85,1875.65
vegan,Cozy Yellow Curry Vegetable Soup,indian,46.9,136.01,90.04,1542.0
vegan,"Japanese Udon With Mushroom-Soy Broth, Stir-Fried Mushrooms, and Cabbage (Vegan) Recipe",american,6.82,20.1,3.16,136.12
vegan,"Tempeh, Pepper, and Spinach-Pesto Sandwich",mediterranean,88.15,164.82,78.16,1715.32
vegan,"ULTIMATE RAW VEGAN PIZZA (LOW-FAT, OIL-FREE, SALT-FREE) recipes",italian,26.97,147.83,5.81,751.49
vegan,"Oven Roasted Portobello Mushrooms marinated in Balsamic (Vegan, Gluten Free) Vinegar, Shallots and Thyme",american,10.23,86.04,1.3,396.78000000000003
vegan,"All the Veggies In Your Fridge, Stir-Fry (Low Oil, Vegan, GF)",american,10.96,123.44,15.73,679.1700000000001
vegan,"Mediterranean White Beans with Sun Dried Tomatoes, Mushrooms, Garlic and Thyme (vegan, gluten free)",american,96.57,251.63,30.86,1670.54
vegan,The Ultimate Rich and Creamy Vegan Ramen With Roasted Vegetables and Miso Broth Recipe,japanese,3.4,15.57,9.12,157.95999999999998
vegan,Sassy Springtime Rolls,south east asian,53.3,189.63,35.99,1295.63
vegan,"Spicy Sauteed Kale with Pan Roasted Garlic, Currants and Sun Flower Seeds (Vegan, gluten free)",american,22.66,74.51,50.5,843.1800000000001
vegan,"Don't Die on Me Man - A Comforting and Healing Spicy Soup (Vegan, Gluten Free)",american,55.94,109.29,19.87,839.7500000000001
vegan,"Sichuan Shirataki Sesame Noodle Salad With Cucumber, Sichuan Peppercorn, Chili Oil, and Peanuts (Vegan) Recipe",american,54.67,207.71,111.88,2056.44
vegan,Basil Thai Noodles with Bison and Zucchini + Spicy Quick Pickled Cucumber,south east asian,130.67,270.48,126.89,2746.6099999999997
vegan,Warm Couscous Salad w/ Olives + Pine Nuts,french,46.78,201.6,85.61,1764.01
vegan,15 Minute No Bake Energy Bites,american,25.38,166.43,34.64,1079.0
vegan,"Carrot ""Lox""",british,2.53,16.67,0.7,83.10000000000001
vegan,Coconut Mashed Sweet Potatoes,american,23.13,253.62,48.98,1547.82
vegan,Buckwheat Tortillas,mexican,45.44,255.23,44.91,1606.87
vegan,Coconut chutney,indian,11.96,48.23,47.49,668.1700000000001
vegan,Rich Chocolate Ganache Topping Recipe,french,5.78,103.65,34.42,747.5
vegan,Stuffed Mediterranean Baked Potato,mediterranean,38.87,199.05,9.32,1035.56
vegan,Sweet potato crisps,south american,0.38,4.9,6.76,81.96
vegan,Tangerine Thyme Cooler,american,13.56,282.89,5.09,1231.61
vegan,Cashew Cream Recipe,american,51.27,112.82,123.1,1764.2599999999998
vegan,Raspberry sorbet,french,6.64,265.07,3.42,1117.62
vegan,Warm Shredded Carrot Salad with Carrot Greens,american,4.78,37.16,14.42,297.53999999999996
vegan,"Creamy, Zesty ""Cheese"" Dip",american,70.88,81.86,64.78,1193.98
vegan,Coconut Whipped Cream,american,14.41,34.64,137.64,1434.9599999999998
vegan,Fudgy Oat Milk Frappuccino Dream,american,35.75,172.96,95.0,1689.8400000000001
vegan,Spinach & chickpea dhal,american,39.86,108.47,68.16,1206.7599999999998
vegan,Apple Pie Overnight Oats Recipe,american,74.41,185.78,142.31,2321.55
vegan,Georgian Spinach Walnut Dip- Ispanakhis Pkhali,american,10.33,24.49,46.08,554.0
vegan,Spicy roast chickpeas,american,29.12,93.28,16.66,639.54
vegan,Tuscan Tomato Soup,italian,53.19,174.27,38.44,1255.8
vegan,Sesame stir-fry wrap,chinese,14.55,52.11,22.85,472.28999999999996
vegan,Tofu Scramble Fried Rice,asian,33.95,117.22,28.08,857.4000000000001
vegan,Mint Chocolate Chip Nice Cream,american,10.98,112.7,61.85,1051.37
vegan,Minted green bean salad,american,11.75,46.65,41.95,611.15
vegan,Wilted Spinach Salad with Coconut Bacon,american,1.02,3.37,6.74,78.22
vegan,Cucumber-Jalapeño Popsicles,american,6.27,72.05,1.17,323.80999999999995
vegan,Spaghetti Carbonara,italian,89.88,234.58,104.78,2240.86
vegan,Minted green bean salad,american,12.0,47.97,41.97,617.61
vegan,Raspberry ripple chia pudding,british,20.18,81.74,23.28,617.1999999999999
vegan,Classic Cashew Cheese,mediterranean,58.6,67.87,63.93,1081.25
vegan,Roasted Squash and Raw Carrot Soup Recipe,american,36.24,277.34,126.3,2391.02
vegan,Keep it green sandwich,south east asian,14.92,53.41,32.27,563.75
vegan,Smoky Charred Cauliflower and Potato Soup With Kale Recipe,american,38.9,228.69,31.37,1352.6899999999998
vegan,Chilli-charred Brussels sprouts,mediterranean,22.01,64.6,57.28,861.96
vegan,Miso aubergines,japanese,27.61,143.46,19.33,858.25
vegan,Golden beet hummus,eastern europe,40.89,119.51,112.69,1655.81
vegan,Cashew “Hollandaise”,french,6.59,13.61,42.48,463.12
vegan,ORANGE TARRAGON FRUIT LEATHER,american,10.5,71.22,25.36,555.12
vegan,Roasted pear with walnut & ginger filling,american,17.33,176.0,60.98,1322.1399999999999
vegan,Dairy Free Chocolate Coconut Ice Cream,american,10.2,73.41,86.47,1112.67
vegan,Hearty Winter Vegetable Soup Recipe,mediterranean,34.01,168.55,21.55,1004.19
vegan,Spinach & chickpea curry,indian,70.74,222.0,26.18,1406.58
vegan,Cassava Bacon,american,11.08,186.49,22.83,995.75
vegan,"Linguine with avocado, tomato & lime",italian,24.41,137.68,32.28,938.88
vegan,Gluten Free Cauliflower Kale Pesto Pizza,italian,25.86,42.4,84.09,1029.85
vegan,Melon Milk Pops,american,14.53,133.36,11.26,692.9000000000001
vegan,Vegetarian Enchiladas,mexican,70.42,272.88,34.95,1687.75
vegan,"""Chorizo"" Tacos From 'The VB6 Cookbook'",asian,92.83,143.99,76.85,1638.9299999999998
vegan,Parsnip and Chestnut Bisque,french,14.41,225.76,55.78,1462.6999999999998
vegan,Barley & broccoli risotto with lemon & basil,italian,18.12,99.9,31.15,752.4300000000001
vegan,Butter bean & tomato salad,middle eastern,38.38,123.71,46.77,1069.29
vegan,Avocado hummus & crudités,mediterranean,55.34,192.09,43.34,1379.7800000000002
vegan,Watermelon-Strawberry Popsicles,american,4.81,76.54,1.69,340.61
vegan,Dairy Free Tzatziki,mediterranean,33.82,88.14,62.31,1048.63
vegan,Cook the Book: Lasagna with Roasted Cauliflower Ricotta and Spinach,italian,96.05,125.05,37.69,1223.61
vegan,Squash & spinach fusilli with pecans,american,26.33,128.24,19.96,797.92
vegan,Guacamole & mango salad with black beans,mexican,32.88,143.89,25.03,932.3499999999999
vegan,Butter bean & tomato salad,middle eastern,39.49,126.57,47.07,1087.87
vegan,Leek seeni sambol,japanese,6.42,47.99,23.82,432.02
vegan,Parsnip gnocchi,french,48.6,271.55,78.89,1990.6100000000001
vegan,Syrian Hummus,mediterranean,60.77,194.69,122.04,2120.2000000000003
vegan,Kohlrabi Fritters,south east asian,27.12,73.76,56.02,907.7
vegan,Strawberry-Mango Nice Cream,american,4.37,69.68,1.98,314.02000000000004
vegan,Peanut and Coke Sorbet Recipe,american,46.68,276.31,102.94,2218.42
vegan,Tofu Tacos,asian,74.68,180.41,66.77,1621.29
vegan,Fennel Pistachio Cauliflower Steaks,mediterranean,34.0,89.7,59.78,1032.82
vegan,Quinoa and lentil salad with arugula,middle eastern,77.4,272.33,67.77,2008.85
vegan,Cauliflower steaks with roasted red pepper & olive salsa,american,16.25,39.91,39.3,578.3399999999999
vegan,Asparagus & lemon spaghetti with peas,italian,34.55,164.06,31.77,1080.3700000000001
vegan,Veggie tahini lentils,mediterranean,84.45,227.58,59.23,1781.19
vegan,Roasted squash & red onion with pistachios,american,16.0,115.48,42.67,909.95
vegan,Citrus Lime Tofu Salad,asian,27.09,20.25,31.08,469.08
vegan,Burnt leeks on toast with romesco,mediterranean,52.01,258.41,57.4,1758.2800000000002
vegan,Marinated Kale and Chickpea Salad With Sumac Onions Recipe,american,50.3,135.85,33.68,1047.7199999999998
vegan,Beefless Ground Beef,american,41.35,11.42,32.61,504.57000000000005
vegan,Veggie-loaded flatbread,mediterranean,51.57,187.8,72.72,1611.96
vegan,Gluten-Free Apple and Walnut Pakoda/Fritters,american,21.6,152.21,42.09,1074.0500000000002
vegan,Beet Tartare,french,27.2,108.07,62.82,1106.46
vegan,Slow-Cooker Creamy Lentil Soup Freezer Pack,american,71.2,184.75,16.0,1167.8
vegan,Egg-Free and Dairy-Free Pumpkin Pudding,british,17.97,108.25,91.53,1328.65
vegan,Spaghetti with a Creamy Zucchini & Mint Sauce,french,38.17,194.22,12.32,1040.44
vegan,Veggie Sandwich,indian,9.87,48.35,10.98,331.7
vegan,Toasted Paprika Chickpeas,mediterranean,30.39,99.03,28.82,777.0600000000001
vegan,Healthy Broccoli and Cheese Soup,american,67.06,97.78,8.01,731.45
vegan,Garlic Mashed Cauliflower,mediterranean,17.51,49.52,43.95,663.6700000000001
vegan,Butternut Squash and Quinoa Pilaf,mediterranean,28.77,160.17,42.8,1140.96
vegan,Crispy sweet potatoes with chickpeas & tahini yogurt,mediterranean,55.06,246.11,100.18,2106.3
vegan,Sweet potato Tex-Mex salad,mexican,51.93,283.57,91.4,2164.6
vegan,Mushroom Beet Black Bean Burger,american,60.14,138.46,27.25,1039.65
vegan,Cauliflower Steaks with Olive Salsa and Roasted Tomato Sauce,american,23.27,96.18,29.35,741.95
vegan,Veggie olive wraps with mustard vinaigrette,american,6.84,34.45,13.26,284.5
vegan,Aubergine & chickpea bites,french,60.56,259.79,59.97,1821.13
vegan,Zucchini Cannelloni with Cashew sauce,italian,42.87,80.26,34.37,801.8499999999999
vegan,Sweet potato & cauliflower lentil bowl,indian,66.52,222.82,47.41,1584.0499999999997
vegan,Summertime Lentil Salad With Mango,indian,15.05,51.05,17.71,423.78999999999996
vegan,Curried parsnip soup shots,american,30.68,141.37,32.54,981.0600000000001
vegan,Chilli & avocado salsa sweet potatoes,mexican,46.0,212.41,40.19,1395.35
vegan,Autumn Apple Pumpkin Soup,american,16.38,140.73,50.33,1081.4099999999999
vegan,Cook the Book: Garlicky Mushrooms and Kale,american,24.96,50.66,9.31,386.27000000000004
vegan,Raspberry-Banana Sorbet,french,10.18,107.83,4.89,516.05
vegan,Miso roasted tofu with sweet potato,asian,80.17,115.44,75.36,1460.68
vegan,Citrus Collards with Raisins Redux,american,6.65,92.0,14.69,526.8100000000001
vegan,My children love beet salad!,american,21.29,95.81,50.29,921.01
vegan,Edamame & Veggie Rice Bowl,japanese,9.58,43.75,26.11,448.31
vegan,Sautéed Spinach,french,14.23,19.32,10.81,231.49
vegan,Tuscan Hummus,italian,77.06,228.87,73.14,1881.98
vegan,Broccoli Slaw w/ Mustard Vinaigrette,american,11.45,50.78,15.07,384.55
vegan,Pesto Stuffed Mushrooms,italian,16.01,40.09,31.17,504.93000000000006
vegan,Edamame Spread,japanese,1.65,4.08,18.65,190.76999999999998
vegan,Escalivada (Smoky Slow-Roasted Vegetables),mediterranean,15.04,78.65,74.96,1049.4
vegan,Coconut Almond Chia Seed Pudding Recipe,british,26.13,107.65,60.6,1080.52
vegan,Cucumber-Avocado Cauliflower Rice Sushi,japanese,18.14,60.4,149.24,1657.3200000000002
vegan,Garlicky mushroom penne,mediterranean,41.4,171.31,23.15,1059.19
vegan,West Indian spiced aubergine curry,indian,11.25,69.45,15.4,461.4
vegan,Roasted aubergine & tomato curry,indian,20.68,90.56,125.12,1571.04
vegan,"Cauliflower, squash, coconut & lentil curry",indian,77.02,241.44,118.3,2338.54
vegan,Ripe's Eggplant Romesco Rigatoni,mediterranean,64.71,293.29,70.69,2068.21
vegan,Date and Fennel Tofu Scramble,asian,78.01,165.29,65.14,1559.46
vegan,Asian Bulgur Wheat Salad,chinese,20.18,99.19,29.31,741.27
vegan,Roast asparagus bowls with tahini lemon dressing,mediterranean,38.85,152.63,26.53,1004.6899999999999
vegan,"Tomato, Fennel, and Crab Soup",french,76.04,175.31,101.06,1914.94
vegan,Pasta with Broccoli and Cauliflower,italian,71.61,273.57,34.28,1689.24
vegan,Tuscan Black Cabbage Bruschetta - (Crostoni Di Cavolo Nero),italian,15.29,69.67,4.0,375.84000000000003
vegan,Black-Eyed Pea and Tempeh Beanballs,italian,89.8,120.96,41.04,1212.4
vegan,Cauliflower Cilantro Salad Recipe,mediterranean,11.07,41.95,42.2,591.88
vegan,"Spicy, Peanutty Udon with Kale",american,32.54,85.66,35.11,788.79
vegan,Satay noodle soup,asian,13.54,53.94,39.2,622.72
vegan,"Tempeh ""Chicken"" Salad",american,26.8,23.75,24.2,420.0
vegan,Mint & basil griddled peach salad,mediterranean,23.36,118.14,42.51,948.5899999999999
vegan,Seasoned Black-Eyed Peas,south american,16.32,101.48,30.38,744.6200000000001
vegan,Southwest Sweet Potato Salad,american,52.07,266.82,62.04,1833.92
vegan,Braised Green Beans with Tomatoes,mediterranean,17.49,77.86,70.2,1013.2
vegan,Curried Cauliflower Soup with Roasted Tomatoes,american,22.49,77.48,52.77,874.81
